modelo;NINS;PACI;PDES;KSTA;MAERR;RAERR;RMSERR;RRSERR;Nada_TPRA;Nada_FPRA;Nada_TNRA;Nada_FNRA;Nada_PREC;Nada_RCALL;Nada_FMEA;Nada_MCC;Nada_ROCA;Nada_PRCA;Poco_TPRA;Poco_FPRA;Poco_TNRA;Poco_FNRA;Poco_PREC;Poco_RCALL;Poco_FMEA;Poco_MCC;Poco_ROCA;Poco_PRCA;Medio_TPRA;Medio_FPRA;Medio_TNRA;Medio_FNRA;Medio_PREC;Medio_RCALL;Medio_FMEA;Medio_MCC;Medio_ROCA;Medio_PRCA;Mucho_TPRA;Mucho_FPRA;Mucho_TNRA;Mucho_FNRA;Mucho_PREC;Mucho_RCALL;Mucho_FMEA;Mucho_MCC;Mucho_ROCA;Mucho_PRCA;tipo_evaluacion;producto_evaluado;
weka.classifiers.trees.J48;60.00;91.67;8.33;0.85;0.06;14.27;0.24;53.60;1.00;0.07;0.93;0.00;0.94;1.00;0.97;0.94;0.97;0.94;0.92;0.08;0.92;0.08;0.88;0.92;0.90;0.83;0.92;0.84;0.50;0.00;1.00;0.50;1.00;0.50;0.67;0.69;0.75;0.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/1450.csv;
weka.classifiers.trees.LMT;60.00;96.67;3.33;0.94;0.10;25.82;0.21;48.16;1.00;0.07;0.93;0.00;0.94;1.00;0.97;0.94;0.97;0.97;0.92;0.00;1.00;0.08;1.00;0.92;0.96;0.93;0.96;0.96;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/1450.csv;
weka.classifiers.trees.RandomForest;60.00;86.67;13.33;0.78;0.09;23.48;0.26;59.71;1.00;0.07;0.93;0.00;0.94;1.00;0.97;0.94;1.00;1.00;0.67;0.00;1.00;0.33;1.00;0.67;0.80;0.74;0.97;0.96;1.00;0.11;0.89;0.00;0.50;1.00;0.67;0.67;0.94;0.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/1450.csv;
weka.classifiers.trees.RandomTree;60.00;86.67;13.33;0.78;0.09;22.83;0.30;67.79;1.00;0.07;0.93;0.00;0.94;1.00;0.97;0.94;0.97;0.94;0.67;0.00;1.00;0.33;1.00;0.67;0.80;0.74;0.83;0.80;1.00;0.11;0.89;0.00;0.50;1.00;0.67;0.67;0.94;0.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/1450.csv;
weka.classifiers.trees.REPTree;60.00;86.67;13.33;0.78;0.09;22.83;0.30;67.79;1.00;0.07;0.93;0.00;0.94;1.00;0.97;0.94;0.97;0.94;0.67;0.00;1.00;0.33;1.00;0.67;0.80;0.74;0.83;0.80;1.00;0.11;0.89;0.00;0.50;1.00;0.67;0.67;0.94;0.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/1450.csv;
weka.classifiers.bayes.BayesNet;60.00;95.00;5.00;0.90;0.04;16.22;0.15;41.04;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;NaN;NaN;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.11;0.89;0.00;0.92;1.00;0.96;0.90;0.98;0.98;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.98;0.60;split;KPI/MENSUAL/14501.csv;
weka.classifiers.bayes.NaiveBayes;60.00;76.67;23.33;0.59;0.10;34.91;0.27;73.94;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;NaN;NaN;1.00;0.39;0.61;0.00;0.63;1.00;0.77;0.62;0.95;0.94;0.58;0.00;1.00;0.42;1.00;0.58;0.73;0.62;0.96;0.97;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/14501.csv;
weka.classifiers.bayes.NaiveBayesUpdateable;60.00;76.67;23.33;0.59;0.10;34.91;0.27;73.94;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;NaN;NaN;1.00;0.39;0.61;0.00;0.63;1.00;0.77;0.62;0.95;0.94;0.58;0.00;1.00;0.42;1.00;0.58;0.73;0.62;0.96;0.97;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/14501.csv;
weka.classifiers.functions.Logistic;60.00;100.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;NaN;NaN;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/14501.csv;
weka.classifiers.functions.MultilayerPerceptron;60.00;95.00;5.00;0.90;0.03;12.21;0.16;43.13;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;NaN;NaN;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.11;0.89;0.00;0.92;1.00;0.96;0.90;0.90;0.85;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.49;0.09;split;KPI/MENSUAL/14501.csv;
weka.classifiers.functions.SimpleLogistic;60.00;86.67;13.33;0.74;0.11;38.95;0.23;61.89;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;NaN;NaN;1.00;0.14;0.86;0.00;0.83;1.00;0.91;0.84;1.00;1.00;0.85;0.11;0.89;0.15;0.90;0.85;0.88;0.73;0.89;0.91;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.88;0.30;split;KPI/MENSUAL/14501.csv;
weka.classifiers.functions.SMO;60.00;75.00;25.00;0.54;0.28;100.28;0.35;95.52;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;NaN;NaN;1.00;0.33;0.67;0.00;0.67;1.00;0.80;0.67;0.83;0.67;0.64;0.11;0.89;0.36;0.88;0.64;0.74;0.53;0.76;0.76;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.64;0.07;split;KPI/MENSUAL/14501.csv;
weka.classifiers.rules.OneR;60.00;83.33;16.67;0.68;0.08;30.39;0.29;78.87;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;NaN;NaN;1.00;0.19;0.81;0.00;0.77;1.00;0.87;0.79;0.90;0.77;0.79;0.11;0.89;0.21;0.90;0.79;0.84;0.67;0.84;0.82;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.50;0.05;split;KPI/MENSUAL/14501.csv;
weka.classifiers.rules.DecisionTable;60.00;86.67;13.33;0.74;0.13;46.94;0.22;60.89;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;NaN;NaN;1.00;0.14;0.86;0.00;0.83;1.00;0.91;0.84;0.99;0.99;0.85;0.11;0.89;0.15;0.90;0.85;0.88;0.73;0.91;0.86;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.67;0.10;split;KPI/MENSUAL/14501.csv;
weka.classifiers.rules.JRip;60.00;95.00;5.00;0.90;0.03;11.06;0.16;42.39;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;NaN;NaN;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.11;0.89;0.00;0.92;1.00;0.96;0.90;0.94;0.92;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.71;0.08;split;KPI/MENSUAL/14501.csv;
weka.classifiers.rules.PART;60.00;95.00;5.00;0.90;0.03;10.78;0.15;42.28;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;NaN;NaN;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.11;0.89;0.00;0.92;1.00;0.96;0.90;0.96;0.93;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.77;0.10;split;KPI/MENSUAL/14501.csv;
weka.classifiers.rules.ZeroR;60.00;55.00;45.00;0.00;0.28;100.87;0.37;100.49;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;NaN;NaN;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.50;0.40;1.00;1.00;0.00;0.00;0.55;1.00;0.71;0.00;0.50;0.55;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.50;0.05;split;KPI/MENSUAL/14501.csv;
weka.classifiers.trees.DecisionStump;60.00;83.33;16.67;0.68;0.12;43.76;0.27;73.33;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;NaN;NaN;1.00;0.19;0.81;0.00;0.77;1.00;0.87;0.79;0.90;0.77;0.79;0.11;0.89;0.21;0.90;0.79;0.84;0.67;0.84;0.82;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.77;0.10;split;KPI/MENSUAL/14501.csv;
weka.classifiers.trees.J48;60.00;95.00;5.00;0.90;0.03;10.78;0.15;42.28;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;NaN;NaN;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.11;0.89;0.00;0.92;1.00;0.96;0.90;0.96;0.93;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.77;0.10;split;KPI/MENSUAL/14501.csv;
weka.classifiers.trees.LMT;60.00;86.67;13.33;0.74;0.11;38.95;0.23;61.89;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;NaN;NaN;1.00;0.14;0.86;0.00;0.83;1.00;0.91;0.84;1.00;1.00;0.85;0.11;0.89;0.15;0.90;0.85;0.88;0.73;0.89;0.91;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.88;0.30;split;KPI/MENSUAL/14501.csv;
weka.classifiers.trees.RandomForest;60.00;100.00;0.00;1.00;0.02;6.32;0.06;17.37;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;NaN;NaN;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/14501.csv;
weka.classifiers.trees.RandomTree;60.00;100.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;NaN;NaN;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/14501.csv;
weka.classifiers.trees.REPTree;60.00;83.33;16.67;0.68;0.10;38.06;0.27;73.42;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;NaN;NaN;1.00;0.19;0.81;0.00;0.77;1.00;0.87;0.79;0.90;0.77;0.79;0.11;0.89;0.21;0.90;0.79;0.84;0.67;0.84;0.82;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.77;0.10;split;KPI/MENSUAL/14501.csv;
weka.classifiers.bayes.BayesNet;60.00;95.00;5.00;0.92;0.08;20.24;0.16;35.10;0.84;0.00;1.00;0.16;1.00;0.84;0.91;0.89;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.06;0.94;0.00;0.80;1.00;0.89;0.87;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/1486.csv;
weka.classifiers.bayes.NaiveBayes;60.00;78.33;21.67;0.65;0.14;34.02;0.28;61.40;1.00;0.20;0.80;0.00;0.70;1.00;0.83;0.75;0.99;0.99;0.76;0.16;0.84;0.24;0.81;0.76;0.79;0.60;0.93;0.93;0.50;0.00;1.00;0.50;1.00;0.50;0.67;0.67;0.99;0.96;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/1486.csv;
weka.classifiers.bayes.NaiveBayesUpdateable;60.00;78.33;21.67;0.65;0.14;34.02;0.28;61.40;1.00;0.20;0.80;0.00;0.70;1.00;0.83;0.75;0.99;0.99;0.76;0.16;0.84;0.24;0.81;0.76;0.79;0.60;0.93;0.93;0.50;0.00;1.00;0.50;1.00;0.50;0.67;0.67;0.99;0.96;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/1486.csv;
weka.classifiers.functions.Logistic;60.00;98.33;1.67;0.97;0.01;2.65;0.11;23.07;0.95;0.00;1.00;0.05;1.00;0.95;0.97;0.96;0.99;0.99;1.00;0.03;0.97;0.00;0.97;1.00;0.98;0.97;0.98;0.96;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/1486.csv;
weka.classifiers.functions.MultilayerPerceptron;60.00;98.33;1.67;0.97;0.03;7.65;0.10;22.65;1.00;0.02;0.98;0.00;0.95;1.00;0.97;0.96;1.00;1.00;0.97;0.00;1.00;0.03;1.00;0.97;0.98;0.97;0.97;0.98;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/1486.csv;
weka.classifiers.functions.SimpleLogistic;60.00;98.33;1.67;0.97;0.04;9.04;0.14;29.92;0.95;0.00;1.00;0.05;1.00;0.95;0.97;0.96;0.99;0.99;1.00;0.03;0.97;0.00;0.97;1.00;0.98;0.97;0.99;0.99;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/1486.csv;
weka.classifiers.functions.SMO;60.00;66.67;33.33;0.40;0.31;73.42;0.40;87.35;0.47;0.00;1.00;0.53;1.00;0.47;0.64;0.62;0.90;0.82;1.00;0.65;0.35;0.00;0.59;1.00;0.74;0.46;0.68;0.59;0.17;0.00;1.00;0.83;1.00;0.17;0.29;0.37;0.76;0.42;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/1486.csv;
weka.classifiers.rules.OneR;60.00;91.67;8.33;0.86;0.06;13.27;0.24;51.59;0.84;0.00;1.00;0.16;1.00;0.84;0.91;0.89;0.92;0.89;1.00;0.16;0.84;0.00;0.85;1.00;0.92;0.85;0.92;0.85;0.83;0.00;1.00;0.17;1.00;0.83;0.91;0.89;0.92;0.87;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/1486.csv;
weka.classifiers.rules.DecisionTable;60.00;98.33;1.67;0.97;0.16;38.77;0.20;44.31;0.95;0.00;1.00;0.05;1.00;0.95;0.97;0.96;0.98;0.98;1.00;0.03;0.97;0.00;0.97;1.00;0.98;0.97;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/1486.csv;
weka.classifiers.rules.JRip;60.00;98.33;1.67;0.97;0.02;3.98;0.09;19.98;1.00;0.02;0.98;0.00;0.95;1.00;0.97;0.96;1.00;0.99;0.97;0.00;1.00;0.03;1.00;0.97;0.98;0.97;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/1486.csv;
weka.classifiers.rules.PART;60.00;98.33;1.67;0.97;0.01;2.65;0.11;23.07;0.95;0.00;1.00;0.05;1.00;0.95;0.97;0.96;0.97;0.96;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.02;0.98;0.00;0.92;1.00;0.96;0.95;0.99;0.92;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/1486.csv;
weka.classifiers.rules.ZeroR;60.00;48.33;51.67;0.00;0.40;96.45;0.47;103.75;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.50;0.32;1.00;1.00;0.00;0.00;0.48;1.00;0.65;0.00;0.50;0.48;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.50;0.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/1486.csv;
weka.classifiers.trees.DecisionStump;60.00;65.00;35.00;0.38;0.29;69.99;0.41;89.95;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.62;0.38;1.00;0.68;0.32;0.00;0.58;1.00;0.73;0.43;0.66;0.58;0.83;0.00;1.00;0.17;1.00;0.83;0.91;0.89;0.92;0.87;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/1486.csv;
weka.classifiers.trees.J48;60.00;100.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/1486.csv;
weka.classifiers.trees.LMT;60.00;98.33;1.67;0.97;0.04;9.04;0.14;29.92;0.95;0.00;1.00;0.05;1.00;0.95;0.97;0.96;0.99;0.99;1.00;0.03;0.97;0.00;0.97;1.00;0.98;0.97;0.99;0.99;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/1486.csv;
weka.classifiers.trees.RandomForest;60.00;98.33;1.67;0.97;0.03;7.46;0.07;16.31;0.95;0.00;1.00;0.05;1.00;0.95;0.97;0.96;1.00;1.00;1.00;0.03;0.97;0.00;0.97;1.00;0.98;0.97;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/1486.csv;
weka.classifiers.trees.RandomTree;60.00;100.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/1486.csv;
weka.classifiers.trees.REPTree;60.00;93.33;6.67;0.89;0.06;14.08;0.18;39.94;0.84;0.00;1.00;0.16;1.00;0.84;0.91;0.89;0.98;0.95;1.00;0.13;0.87;0.00;0.88;1.00;0.94;0.87;0.98;0.97;0.92;0.00;1.00;0.08;1.00;0.92;0.96;0.95;0.99;0.96;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/1486.csv;
weka.classifiers.bayes.BayesNet;60.00;85.00;15.00;0.79;0.10;29.09;0.23;56.37;0.80;0.00;1.00;0.20;1.00;0.80;0.89;0.88;1.00;1.00;1.00;0.06;0.94;0.00;0.92;1.00;0.96;0.93;1.00;0.99;0.68;0.00;1.00;0.32;1.00;0.68;0.81;0.76;0.87;0.92;1.00;0.13;0.88;0.00;0.36;1.00;0.53;0.56;0.97;0.79;split;KPI/MENSUAL/15100.csv;
weka.classifiers.bayes.NaiveBayes;60.00;90.00;10.00;0.85;0.08;22.96;0.22;54.33;0.80;0.00;1.00;0.20;1.00;0.80;0.89;0.88;0.98;0.94;1.00;0.17;0.83;0.00;0.80;1.00;0.89;0.82;0.95;0.91;0.82;0.00;1.00;0.18;1.00;0.82;0.90;0.86;1.00;0.99;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/15100.csv;
weka.classifiers.bayes.NaiveBayesUpdateable;60.00;90.00;10.00;0.85;0.08;22.96;0.22;54.33;0.80;0.00;1.00;0.20;1.00;0.80;0.89;0.88;0.98;0.94;1.00;0.17;0.83;0.00;0.80;1.00;0.89;0.82;0.95;0.91;0.82;0.00;1.00;0.18;1.00;0.82;0.90;0.86;1.00;0.99;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/15100.csv;
weka.classifiers.functions.Logistic;60.00;95.00;5.00;0.93;0.03;7.37;0.16;38.53;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.08;0.92;0.00;0.89;1.00;0.94;0.90;0.99;0.99;0.86;0.00;1.00;0.14;1.00;0.86;0.93;0.89;0.91;0.93;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/15100.csv;
weka.classifiers.functions.MultilayerPerceptron;60.00;91.67;8.33;0.87;0.05;14.96;0.16;39.14;0.80;0.00;1.00;0.20;1.00;0.80;0.89;0.88;1.00;1.00;1.00;0.14;0.86;0.00;0.83;1.00;0.91;0.84;1.00;1.00;0.86;0.00;1.00;0.14;1.00;0.86;0.93;0.89;0.93;0.94;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/15100.csv;
weka.classifiers.functions.SimpleLogistic;60.00;95.00;5.00;0.93;0.06;16.90;0.15;37.64;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.08;0.92;0.00;0.89;1.00;0.94;0.90;1.00;1.00;0.86;0.00;1.00;0.14;1.00;0.86;0.93;0.89;0.99;0.98;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/15100.csv;
weka.classifiers.functions.SMO;60.00;60.00;40.00;0.41;0.30;87.25;0.38;92.17;0.80;0.00;1.00;0.20;1.00;0.80;0.89;0.88;0.92;0.84;1.00;0.56;0.44;0.00;0.55;1.00;0.71;0.49;0.72;0.55;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.50;0.37;1.00;0.07;0.93;0.00;0.50;1.00;0.67;0.68;0.96;0.50;split;KPI/MENSUAL/15100.csv;
weka.classifiers.rules.OneR;60.00;71.67;28.33;0.55;0.14;41.78;0.38;91.72;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.50;0.17;1.00;0.25;0.75;0.00;0.73;1.00;0.84;0.74;0.88;0.73;0.68;0.21;0.79;0.32;0.65;0.68;0.67;0.47;0.74;0.56;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/15100.csv;
weka.classifiers.rules.DecisionTable;60.00;96.67;3.33;0.95;0.14;40.70;0.20;49.29;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.06;0.94;0.00;0.92;1.00;0.96;0.93;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.50;0.00;1.00;0.50;1.00;0.50;0.67;0.69;1.00;0.90;split;KPI/MENSUAL/15100.csv;
weka.classifiers.rules.JRip;60.00;100.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/15100.csv;
weka.classifiers.rules.PART;60.00;98.33;1.67;0.98;0.01;3.07;0.08;18.44;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.03;0.97;0.00;0.96;1.00;0.98;0.97;1.00;1.00;0.95;0.00;1.00;0.05;1.00;0.95;0.98;0.96;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/15100.csv;
weka.classifiers.rules.ZeroR;60.00;40.00;60.00;0.00;0.33;98.15;0.42;102.00;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.50;0.17;1.00;1.00;0.00;0.00;0.40;1.00;0.57;0.00;0.50;0.40;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.50;0.37;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.50;0.07;split;KPI/MENSUAL/15100.csv;
weka.classifiers.trees.DecisionStump;60.00;65.00;35.00;0.43;0.23;66.37;0.37;90.26;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.71;0.27;1.00;0.25;0.75;0.00;0.73;1.00;0.84;0.74;0.88;0.73;0.68;0.32;0.68;0.32;0.56;0.68;0.61;0.35;0.68;0.50;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.79;0.15;split;KPI/MENSUAL/15100.csv;
weka.classifiers.trees.J48;60.00;100.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/15100.csv;
weka.classifiers.trees.LMT;60.00;95.00;5.00;0.93;0.06;16.90;0.15;37.64;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.08;0.92;0.00;0.89;1.00;0.94;0.90;1.00;1.00;0.86;0.00;1.00;0.14;1.00;0.86;0.93;0.89;0.99;0.98;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/15100.csv;
weka.classifiers.trees.RandomForest;60.00;100.00;0.00;1.00;0.03;7.50;0.05;13.06;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/15100.csv;
weka.classifiers.trees.RandomTree;60.00;100.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/15100.csv;
weka.classifiers.trees.REPTree;60.00;96.67;3.33;0.95;0.04;12.24;0.13;30.50;0.80;0.00;1.00;0.20;1.00;0.80;0.89;0.88;0.99;0.92;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.05;0.95;0.00;0.92;1.00;0.96;0.93;0.99;0.97;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/15100.csv;
