modelo;NINS;PACI;PDES;KSTA;MAERR;RAERR;RMSERR;RRSERR;Nada_TPRA;Nada_FPRA;Nada_TNRA;Nada_FNRA;Nada_PREC;Nada_RCALL;Nada_FMEA;Nada_MCC;Nada_ROCA;Nada_PRCA;Poco_TPRA;Poco_FPRA;Poco_TNRA;Poco_FNRA;Poco_PREC;Poco_RCALL;Poco_FMEA;Poco_MCC;Poco_ROCA;Poco_PRCA;Medio_TPRA;Medio_FPRA;Medio_TNRA;Medio_FNRA;Medio_PREC;Medio_RCALL;Medio_FMEA;Medio_MCC;Medio_ROCA;Medio_PRCA;Mucho_TPRA;Mucho_FPRA;Mucho_TNRA;Mucho_FNRA;Mucho_PREC;Mucho_RCALL;Mucho_FMEA;Mucho_MCC;Mucho_ROCA;Mucho_PRCA;tipo_evaluacion;producto_evaluado;
weka.classifiers.functions.SMO;60.00;75.00;25.00;0.62;0.28;62.85;0.36;76.60;0.72;0.00;1.00;0.28;1.00;0.72;0.84;0.80;0.98;0.94;0.84;0.29;0.71;0.16;0.57;0.84;0.68;0.51;0.77;0.53;0.70;0.08;0.92;0.30;0.84;0.70;0.76;0.64;0.90;0.78;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/8115.csv;
weka.classifiers.rules.OneR;60.00;88.33;11.67;0.83;0.08;17.60;0.28;59.33;1.00;0.05;0.95;0.00;0.90;1.00;0.95;0.93;0.98;0.90;0.89;0.12;0.88;0.11;0.77;0.89;0.83;0.75;0.89;0.72;0.78;0.00;1.00;0.22;1.00;0.78;0.88;0.83;0.89;0.87;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/8115.csv;
weka.classifiers.rules.DecisionTable;60.00;91.67;8.33;0.87;0.15;33.65;0.20;42.52;0.72;0.00;1.00;0.28;1.00;0.72;0.84;0.80;0.99;0.97;1.00;0.12;0.88;0.00;0.79;1.00;0.88;0.83;0.99;0.97;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/8115.csv;
weka.classifiers.rules.JRip;60.00;96.67;3.33;0.95;0.03;6.60;0.15;32.33;0.89;0.00;1.00;0.11;1.00;0.89;0.94;0.92;0.94;0.92;1.00;0.05;0.95;0.00;0.90;1.00;0.95;0.93;0.98;0.90;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/8115.csv;
weka.classifiers.rules.PART;60.00;98.33;1.67;0.97;0.02;3.89;0.11;22.61;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.95;0.00;1.00;0.05;1.00;0.95;0.97;0.96;0.96;0.96;1.00;0.03;0.97;0.00;0.96;1.00;0.98;0.97;0.99;0.96;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/8115.csv;
weka.classifiers.rules.ZeroR;60.00;31.67;68.33;0.00;0.45;101.48;0.48;102.10;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.50;0.30;1.00;1.00;0.00;0.00;0.32;1.00;0.48;0.00;0.50;0.32;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.50;0.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/8115.csv;
weka.classifiers.trees.DecisionStump;60.00;53.33;46.67;0.32;0.31;70.78;0.41;86.35;0.72;0.00;1.00;0.28;1.00;0.72;0.84;0.80;0.86;0.81;1.00;0.68;0.32;0.00;0.40;1.00;0.58;0.36;0.66;0.40;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.68;0.49;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/8115.csv;
weka.classifiers.trees.J48;60.00;98.33;1.67;0.97;0.01;2.51;0.11;22.43;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.95;0.00;1.00;0.05;1.00;0.95;0.97;0.96;0.97;0.96;1.00;0.03;0.97;0.00;0.96;1.00;0.98;0.97;0.99;0.96;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/8115.csv;
weka.classifiers.trees.LMT;60.00;95.00;5.00;0.92;0.10;22.89;0.22;47.40;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.95;0.05;0.95;0.05;0.90;0.95;0.92;0.89;0.96;0.94;0.91;0.03;0.97;0.09;0.95;0.91;0.93;0.89;0.97;0.93;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/8115.csv;
weka.classifiers.trees.RandomForest;60.00;100.00;0.00;1.00;0.02;5.38;0.06;12.85;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/8115.csv;
weka.classifiers.trees.RandomTree;60.00;96.67;3.33;0.95;0.02;5.03;0.15;31.72;0.89;0.00;1.00;0.11;1.00;0.89;0.94;0.92;0.94;0.92;1.00;0.05;0.95;0.00;0.90;1.00;0.95;0.93;0.98;0.90;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/8115.csv;
weka.classifiers.trees.REPTree;60.00;91.67;8.33;0.87;0.06;14.25;0.22;47.42;0.72;0.00;1.00;0.28;1.00;0.72;0.84;0.80;0.95;0.87;1.00;0.12;0.88;0.00;0.79;1.00;0.88;0.83;0.95;0.82;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/8115.csv;
weka.classifiers.bayes.BayesNet;60.00;96.67;3.33;0.94;0.06;14.63;0.15;34.78;1.00;0.07;0.93;0.00;0.94;1.00;0.97;0.93;0.99;0.98;0.90;0.00;1.00;0.10;1.00;0.90;0.95;0.93;0.99;0.97;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/8316.csv;
weka.classifiers.bayes.NaiveBayes;60.00;93.33;6.67;0.88;0.04;10.20;0.19;42.33;1.00;0.15;0.85;0.00;0.89;1.00;0.94;0.87;1.00;1.00;0.85;0.00;1.00;0.15;1.00;0.85;0.92;0.89;1.00;1.00;0.86;0.00;1.00;0.14;1.00;0.86;0.92;0.92;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/8316.csv;
weka.classifiers.bayes.NaiveBayesUpdateable;60.00;93.33;6.67;0.88;0.04;10.20;0.19;42.33;1.00;0.15;0.85;0.00;0.89;1.00;0.94;0.87;1.00;1.00;0.85;0.00;1.00;0.15;1.00;0.85;0.92;0.89;1.00;1.00;0.86;0.00;1.00;0.14;1.00;0.86;0.92;0.92;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/8316.csv;
weka.classifiers.functions.Logistic;60.00;100.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/8316.csv;
weka.classifiers.functions.MultilayerPerceptron;60.00;100.00;0.00;1.00;0.02;4.28;0.02;5.67;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/8316.csv;
weka.classifiers.functions.SimpleLogistic;60.00;100.00;0.00;1.00;0.00;0.08;0.00;0.23;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/8316.csv;
weka.classifiers.functions.SMO;60.00;93.33;6.67;0.88;0.24;62.56;0.30;69.63;1.00;0.15;0.85;0.00;0.89;1.00;0.94;0.87;0.93;0.89;0.85;0.00;1.00;0.15;1.00;0.85;0.92;0.89;0.94;0.91;0.86;0.00;1.00;0.14;1.00;0.86;0.92;0.92;0.93;0.87;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/8316.csv;
weka.classifiers.rules.OneR;60.00;81.67;18.33;0.67;0.12;31.76;0.35;79.99;0.94;0.07;0.93;0.06;0.94;0.94;0.94;0.87;0.93;0.92;0.90;0.23;0.78;0.10;0.67;0.90;0.77;0.64;0.84;0.63;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.50;0.12;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/8316.csv;
weka.classifiers.rules.DecisionTable;60.00;93.33;6.67;0.88;0.14;36.89;0.23;52.27;0.94;0.07;0.93;0.06;0.94;0.94;0.94;0.87;0.94;0.96;0.90;0.05;0.95;0.10;0.90;0.90;0.90;0.85;0.95;0.86;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/8316.csv;
weka.classifiers.rules.JRip;60.00;93.33;6.67;0.88;0.05;12.86;0.21;47.91;0.94;0.07;0.93;0.06;0.94;0.94;0.94;0.87;0.93;0.92;0.90;0.05;0.95;0.10;0.90;0.90;0.90;0.85;0.93;0.85;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/8316.csv;
weka.classifiers.rules.PART;60.00;93.33;6.67;0.88;0.05;12.86;0.21;47.91;0.94;0.07;0.93;0.06;0.94;0.94;0.94;0.87;0.93;0.92;0.90;0.05;0.95;0.10;0.90;0.90;0.90;0.85;0.93;0.85;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/8316.csv;
weka.classifiers.rules.ZeroR;60.00;55.00;45.00;0.00;0.36;92.49;0.45;102.58;1.00;1.00;0.00;0.00;0.55;1.00;0.71;0.00;0.50;0.55;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.50;0.33;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.50;0.12;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/8316.csv;
weka.classifiers.trees.DecisionStump;60.00;81.67;18.33;0.67;0.16;40.40;0.31;71.11;0.94;0.07;0.93;0.06;0.94;0.94;0.94;0.87;0.93;0.92;0.90;0.23;0.78;0.10;0.67;0.90;0.77;0.64;0.84;0.63;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.81;0.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/8316.csv;
weka.classifiers.trees.J48;60.00;93.33;6.67;0.88;0.05;12.86;0.21;47.91;0.94;0.07;0.93;0.06;0.94;0.94;0.94;0.87;0.93;0.92;0.90;0.05;0.95;0.10;0.90;0.90;0.90;0.85;0.93;0.85;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/8316.csv;
weka.classifiers.trees.LMT;60.00;100.00;0.00;1.00;0.00;0.08;0.00;0.23;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/8316.csv;
weka.classifiers.trees.RandomForest;60.00;96.67;3.33;0.94;0.04;9.15;0.12;26.54;0.94;0.00;1.00;0.06;1.00;0.94;0.97;0.94;1.00;1.00;1.00;0.05;0.95;0.00;0.91;1.00;0.95;0.93;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/8316.csv;
weka.classifiers.trees.RandomTree;60.00;96.67;3.33;0.94;0.02;5.77;0.15;34.11;0.94;0.00;1.00;0.06;1.00;0.94;0.97;0.94;0.97;0.97;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.04;0.96;0.00;0.78;1.00;0.88;0.87;0.98;0.78;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/8316.csv;
weka.classifiers.trees.REPTree;60.00;93.33;6.67;0.88;0.05;12.86;0.21;47.91;0.94;0.07;0.93;0.06;0.94;0.94;0.94;0.87;0.93;0.92;0.90;0.05;0.95;0.10;0.90;0.90;0.90;0.85;0.93;0.85;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/8316.csv;
weka.classifiers.bayes.BayesNet;60.00;93.33;6.67;0.84;0.07;16.73;0.26;57.22;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.94;0.07;0.93;0.06;0.84;0.94;0.89;0.84;0.98;0.95;0.93;0.06;0.94;0.07;0.98;0.93;0.95;0.84;0.98;0.99;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/843.csv;
weka.classifiers.bayes.NaiveBayes;60.00;91.67;8.33;0.81;0.09;21.83;0.28;63.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.94;0.09;0.91;0.06;0.80;0.94;0.86;0.81;0.95;0.94;0.91;0.06;0.94;0.09;0.98;0.91;0.94;0.81;0.94;0.95;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/843.csv;
weka.classifiers.bayes.NaiveBayesUpdateable;60.00;91.67;8.33;0.81;0.09;21.83;0.28;63.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.94;0.09;0.91;0.06;0.80;0.94;0.86;0.81;0.95;0.94;0.91;0.06;0.94;0.09;0.98;0.91;0.94;0.81;0.94;0.95;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/843.csv;
weka.classifiers.functions.Logistic;60.00;98.33;1.67;0.96;0.02;4.07;0.13;28.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.94;0.00;1.00;0.06;1.00;0.94;0.97;0.96;0.96;0.96;1.00;0.06;0.94;0.00;0.98;1.00;0.99;0.96;0.96;0.97;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/843.csv;
weka.classifiers.functions.MultilayerPerceptron;60.00;98.33;1.67;0.96;0.02;5.87;0.13;28.82;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.94;0.00;1.00;0.06;1.00;0.94;0.97;0.96;0.96;0.96;1.00;0.06;0.94;0.00;0.98;1.00;0.99;0.96;0.96;0.97;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/843.csv;
weka.classifiers.functions.SimpleLogistic;60.00;98.33;1.67;0.96;0.07;16.76;0.18;39.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.94;0.00;1.00;0.06;1.00;0.94;0.97;0.96;0.96;0.96;1.00;0.06;0.94;0.00;0.98;1.00;0.99;0.96;0.96;0.98;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/843.csv;
weka.classifiers.functions.SMO;60.00;90.00;10.00;0.75;0.10;24.44;0.32;70.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.82;0.07;0.93;0.18;0.82;0.82;0.82;0.75;0.88;0.73;0.93;0.18;0.82;0.07;0.93;0.93;0.93;0.75;0.88;0.92;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/843.csv;
weka.classifiers.rules.OneR;60.00;93.33;6.67;0.84;0.07;16.29;0.26;57.29;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.94;0.07;0.93;0.06;0.84;0.94;0.89;0.84;0.94;0.81;0.93;0.06;0.94;0.07;0.98;0.93;0.95;0.84;0.94;0.96;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/843.csv;
weka.classifiers.rules.DecisionTable;60.00;98.33;1.67;0.96;0.06;14.54;0.14;31.99;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.94;0.00;1.00;0.06;1.00;0.94;0.97;0.96;0.99;0.98;1.00;0.06;0.94;0.00;0.98;1.00;0.99;0.96;0.99;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/843.csv;
weka.classifiers.rules.JRip;60.00;98.33;1.67;0.96;0.02;4.07;0.13;28.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.94;0.00;1.00;0.06;1.00;0.94;0.97;0.96;0.97;0.96;1.00;0.06;0.94;0.00;0.98;1.00;0.99;0.96;0.97;0.98;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/843.csv;
weka.classifiers.rules.PART;60.00;98.33;1.67;0.96;0.02;4.07;0.13;28.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.94;0.00;1.00;0.06;1.00;0.94;0.97;0.96;0.97;0.96;1.00;0.06;0.94;0.00;0.98;1.00;0.99;0.96;0.97;0.98;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/843.csv;
weka.classifiers.rules.ZeroR;60.00;71.67;28.33;0.00;0.43;106.09;0.46;101.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.50;0.28;1.00;1.00;0.00;0.00;0.72;1.00;0.83;0.00;0.50;0.72;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/843.csv;
weka.classifiers.trees.DecisionStump;60.00;93.33;6.67;0.84;0.08;19.50;0.25;55.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.94;0.07;0.93;0.06;0.84;0.94;0.89;0.84;0.94;0.81;0.93;0.06;0.94;0.07;0.98;0.93;0.95;0.84;0.94;0.96;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/843.csv;
weka.classifiers.trees.J48;60.00;98.33;1.67;0.96;0.02;4.07;0.13;28.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.94;0.00;1.00;0.06;1.00;0.94;0.97;0.96;0.97;0.96;1.00;0.06;0.94;0.00;0.98;1.00;0.99;0.96;0.97;0.98;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/843.csv;
weka.classifiers.trees.LMT;60.00;98.33;1.67;0.96;0.07;16.76;0.18;39.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.94;0.00;1.00;0.06;1.00;0.94;0.97;0.96;0.96;0.96;1.00;0.06;0.94;0.00;0.98;1.00;0.99;0.96;0.96;0.98;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/843.csv;
weka.classifiers.trees.RandomForest;60.00;98.33;1.67;0.96;0.02;5.74;0.13;29.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.94;0.00;1.00;0.06;1.00;0.94;0.97;0.96;0.97;0.96;1.00;0.06;0.94;0.00;0.98;1.00;0.99;0.96;0.97;0.97;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/843.csv;
weka.classifiers.trees.RandomTree;60.00;98.33;1.67;0.96;0.02;4.07;0.13;28.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.94;0.00;1.00;0.06;1.00;0.94;0.97;0.96;0.97;0.96;1.00;0.06;0.94;0.00;0.98;1.00;0.99;0.96;0.97;0.98;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/843.csv;
weka.classifiers.trees.REPTree;60.00;93.33;6.67;0.84;0.08;19.50;0.25;55.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.94;0.07;0.93;0.06;0.84;0.94;0.89;0.84;0.94;0.81;0.93;0.06;0.94;0.07;0.98;0.93;0.95;0.84;0.94;0.96;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/843.csv;
weka.classifiers.bayes.BayesNet;60.00;100.00;0.00;1.00;0.02;4.05;0.06;13.29;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/844.csv;
weka.classifiers.bayes.NaiveBayes;60.00;90.00;10.00;0.82;0.08;20.61;0.21;48.12;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.40;0.00;1.00;0.60;1.00;0.40;0.57;0.60;0.94;0.85;1.00;0.22;0.78;0.00;0.85;1.00;0.92;0.81;0.96;0.96;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/844.csv;
weka.classifiers.bayes.NaiveBayesUpdateable;60.00;90.00;10.00;0.82;0.08;20.61;0.21;48.12;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.40;0.00;1.00;0.60;1.00;0.40;0.57;0.60;0.94;0.85;1.00;0.22;0.78;0.00;0.85;1.00;0.92;0.81;0.96;0.96;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/844.csv;
weka.classifiers.functions.Logistic;60.00;91.67;8.33;0.86;0.07;18.39;0.24;54.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.70;0.04;0.96;0.30;0.78;0.70;0.74;0.69;0.93;0.78;0.94;0.11;0.89;0.06;0.91;0.94;0.93;0.83;0.96;0.97;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/844.csv;
weka.classifiers.functions.MultilayerPerceptron;60.00;100.00;0.00;1.00;0.03;7.72;0.08;17.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/844.csv;
weka.classifiers.functions.SimpleLogistic;60.00;95.00;5.00;0.91;0.07;17.95;0.18;40.18;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.70;0.00;1.00;0.30;1.00;0.70;0.82;0.81;1.00;1.00;1.00;0.11;0.89;0.00;0.92;1.00;0.96;0.90;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/844.csv;
weka.classifiers.functions.SMO;60.00;73.33;26.67;0.47;0.28;71.19;0.37;82.37;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.10;0.00;1.00;0.90;1.00;0.10;0.18;0.29;0.71;0.31;1.00;0.59;0.41;0.00;0.67;1.00;0.80;0.52;0.70;0.67;0.59;0.00;1.00;0.41;1.00;0.59;0.74;0.71;1.00;0.98;split;KPI/MENSUAL/844.csv;
weka.classifiers.rules.OneR;60.00;93.33;6.67;0.88;0.04;11.24;0.21;47.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.60;0.00;1.00;0.40;1.00;0.60;0.75;0.75;0.80;0.67;1.00;0.15;0.85;0.00;0.89;1.00;0.94;0.87;0.93;0.89;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/844.csv;
weka.classifiers.rules.DecisionTable;60.00;100.00;0.00;1.00;0.12;30.75;0.16;35.97;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/844.csv;
weka.classifiers.rules.JRip;60.00;95.00;5.00;0.91;0.04;9.75;0.18;40.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.70;0.00;1.00;0.30;1.00;0.70;0.82;0.81;0.90;0.77;1.00;0.11;0.89;0.00;0.92;1.00;0.96;0.90;0.94;0.92;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/844.csv;
weka.classifiers.rules.PART;60.00;100.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/844.csv;
